338821 Tintoretto   Italy
744323 Vincent du Vigneaud   UNITED STATES
338909 Richard von Weizsäcker   GERMANY
338955 Rolandas Paksas   LITHUANIA
339050 Peter Higgs   UNITED KINGDOM
339091 Emperor Wu of Han   China
339148 Kiro Gligorov   Republic of Macedonia
339155 Frederik, Crown Prince of Denmark   DENMARK
339158 Boris Trajkovski   Republic of Macedonia
339208 Vitaly Ginzburg   Russia
339220 Alexei Alexeyevich Abrikosov   Russia
339513 Fernando de la Rúa   Argentina
339517 Raúl Alfonsín   ARGENTINA
339519 Reynaldo Bignone   Argentina
339877 Simeon I of Bulgaria   Bulgaria
339963 Alexander Suvorov   Russia
340254 Mena Suvari   UNITED STATES
340280 Eduard Bernstein   Germany
340305 August Bebel   Germany
340372 Wilhelm Liebknecht   Germany
340594 Hillel Slovak   Israel
340917 Yang Liwei   China
340963 Aslan Maskhadov   Kazakhstan
341259 As-Saffah   Unknown
341308 Abu Muslim   TURKMENISTAN
341374 Al-Ma'mun   IRAQ
341466 Arnold Rüütel   ESTONIA
341545 Phil Hill   UNITED STATES
341553 Jean Alesi   France
341703 Bertram Brockhouse   CANADA
341810 Joseph Liouville   France
341950 Bruno Kreisky   AUSTRIA
341953 Lena Olin   SWEDEN
341960 Victor Garber   CANADA
342057 Gheorghe Gheorghiu-Dej   Romania
342137 Léon Blum   FRANCE
837790 Stanford Moore   UNITED STATES
342446 Howard Aiken   UNITED STATES
342525 Georges Charpak   Ukraine
342561 Yehuda Halevi   SPAIN
342753 Audrey Tautou   FRANCE
342972 Giuseppe Farina   ITALY
343022 Roland Ratzenberger   AUSTRIA
343134 Christopher Plummer   CANADA
343137 Alan Parker   UNITED KINGDOM
1254277 America Ferrera   UNITED STATES
1353497 Shia LaBeouf   UNITED STATES
1401269 Chris Penn   UNITED STATES
343651 Carlos Mesa   BOLIVIA
343833 Gerhard Berger   AUSTRIA
343999 Baldassare Galuppi   Italy
344124 Andy García   Cuba
344181 Jean, Grand Duke of Luxembourg   Luxembourg
344298 Emile Heskey   UNITED KINGDOM
344336 Jim Lovell   UNITED STATES
344379 Mithridates I of Parthia   Unknown
344393 Jan Koller   CZECH REPUBLIC
344511 Fritz Albert Lipmann   Russia
344541 Kenenisa Bekele   ETHIOPIA
344687 Muhammad ibn Jarir al-Tabari   Iran
344783 Pierre-Simon Laplace   France
344866 Conrad I of Germany   Unknown
344917 Richard Burns   UNITED KINGDOM
345090 Andy Roddick   UNITED STATES
345255 Rüştü Reçber   TURKEY
345417 Sextus Pompeius   Unknown
345428 Bryan Robson   UNITED KINGDOM
345491 Phyllis Diller   United States
878666 Dwyane Wade   UNITED STATES
345728 Mary Todd Lincoln   UNITED STATES
345742 Nena   Germany
345776 Gustav Ludwig Hertz   GERMANY
345792 Mark Calaway   UNITED STATES
1690486 Ellen Pompeo   UNITED STATES
346029 Steve Nash   SOUTH AFRICA
346075 Robbie Fowler   United Kingdom
346200 Kurt Angle   United States
1016502 Anastacia   UNITED STATES
346543 Coloman of Hungary   Hungary
346733 Jelena Dokić   Croatia
346840 Hernán Crespo   ARGENTINA
346905 Gianfranco Zola   ITALY
346979 Kevin Keegan   UNITED KINGDOM
347105 Mother Teresa   Republic of Macedonia
347106 Lorenzo Valla   ITALY
347301 Levi Strauss   Germany
347480 Raúl González   SPAIN
347547 Oliver Kahn   GERMANY
348097 Abdullah Ahmad Badawi   MALAYSIA
348227 Ay   Unknown
348677 Kubrat   Bulgaria
1600208 Bryan Cranston   United States
348759 Henri, Grand Duke of Luxembourg   Luxembourg
348814 Veselin Topalov   Bulgaria
349084 Konstantinos Stephanopoulos   GREECE
349446 Gladwyn Jebb, 1st Baron Gladwyn   UNITED KINGDOM
349496 John Millington Synge   Ireland
349523 Louis Auguste Blanqui   France
349641 Tomás Luis de Victoria   SPAIN
349723 Mardonius   Unknown
350061 Stanisław August Poniatowski   Belarus
350297 Muhammad Naguib   SUDAN
350325 Joseph Fouché   France
330395 Marc Anthony   UNITED STATES
350589 Lot   Unknown
350641 Roxelana   Ukraine
350798 Conrad Bain   CANADA
336959 Veronica Lake   UNITED STATES
351050 Constantine Karamanlis   Greece
351058 Muqtada al-Sadr   Iraq
351192 Jacques Anquetil   FRANCE
689839 Casey Affleck   UNITED STATES
351727 Sepp Dietrich   Germany
351734 Italo Balbo   ITALY
352017 Milorad Pavić   SERBIA
352104 Yoshiro Mori   JAPAN
352118 Uesugi Kenshin   Japan
352564 John Cockcroft   UNITED KINGDOM
352699 Shahrukh Khan   India
353215 Abu al-Qasim   SPAIN
353288 Eduard Shevardnadze   Georgia
353480 Władysław Sikorski   Poland
353535 Roman Abramovich   Russia
353781 Luís Figo   PORTUGAL
353862 Alan Lloyd Hodgkin   UNITED KINGDOM
337250 J.J. Abrams   UNITED STATES
354084 Rudi Völler   Germany
354114 Girolamo Frescobaldi   ITALY
354295 Rani Mukerji   India
354356 Hulagu Khan   Unknown
354436 José Manuel Barroso   PORTUGAL
354455 Jorge Sampaio   PORTUGAL
354525 Patti Page   United States
354575 Melvin Calvin   UNITED STATES
354576 Matt Hardy   United States
354604 Albert Lortzing   Germany
354975 Rauf Denktaş   CYPRUS
355236 Jules Massenet   France
355422 Rose of Lima   PERU
355439 Giovanni Giolitti   Italy
355478 Boris Berezovsky   Russia
355502 Dennis Rodman   UNITED STATES
355931 Camille Jordan   FRANCE
356058 Johannes Heesters   NETHERLANDS
356161 Émile Borel   FRANCE
356167 Steven Williams   UNITED STATES
356186 Keizo Obuchi   JAPAN
356232 Ambrogio Lorenzetti   Italy
356236 Pietro Lorenzetti   Italy
356714 Herod Antipas   Israel
356938 Ambroise Thomas   France
357102 Charles Goodyear   UNITED STATES
337411 Gertrude B. Elion   UNITED STATES
357135 Cleomenes I   GREECE
357182 Guadalupe Victoria   Mexico
357200 Queen of Sheba   Yemen
357210 Andreas Papandreou   Greece
357285 George Papandreou jr.   UNITED STATES
357325 George Papandreou   Greece
357363 Luigi Cherubini   ITALY
357365 Charles Lucien Bonaparte   France
357440 Mário Soares   PORTUGAL
350387 Debra Messing   UNITED STATES
357913 Ludwig III of Bavaria   GERMANY
358125 Ramón del Valle-Inclán   Spain
358396 Makarios III   Cyprus
358411 Harlow Shapley   UNITED STATES
358425 Walther Bothe   GERMANY
358484 Gérard Desargues   FRANCE
358637 Julius Nyerere   Tanzania
358668 Joseph Kabila   
358803 Panchen Lama   Unknown
358934 Alex Jones   UNITED STATES
354070 Brian Greene   UNITED STATES
359117 Robert Wadlow   United States
359343 Jean-Claude Trichet   FRANCE
359410 Victoriano Huerta   Mexico
359671 Michael Adams   UNITED KINGDOM
360039 Georges-Louis Leclerc, Comte de Buffon   France
360141 Charles-Marie-René Leconte de Lisle   FRANCE
360387 José de San Martín   Argentina
360756 Eiichiro Oda   JAPAN
360815 Thaksin Shinawatra   Thailand
360887 Otto Lilienthal   Germany
360922 Alexei Shirov   Latvia
361020 Sofia Coppola   UNITED STATES
361803 Miguel Primo de Rivera   SPAIN
362109 George A. Romero   UNITED STATES
362321 Pepi II Neferkare   Unknown
362499 Ernest Walton   Ireland
362530 Pierre Bonnard   France
362612 Ludolph van Ceulen   Germany
362820 Georg Büchner   Germany
363002 Sandra Oh   Canada
363163 Thalía   Mexico
363250 Toni Collette   AUSTRALIA
363326 Lee Hsien Loong   Singapore
363533 Sor Juana   Mexico
363601 Lina Medina   PERU
363828 Pope John XIV   ITALY
363836 Pope John XV   ITALY
363851 Pope John XII   ITALY
1783180 Willow Smith   UNITED STATES
363857 Pope John XI   ITALY
363861 Pope John X   ITALY
363866 Pope John IX   Italy
363868 Pope John VII   Italy
363872 Pope John VI   Turkey
363875 Pope John XVII   ITALY
363877 Pope John XVIII   ITALY
363938 Eduard Buchner   GERMANY
363999 Ken Watanabe   JAPAN
364275 Tunku Abdul Rahman   MALAYSIA
364646 Sidney Lumet   UNITED STATES
364723 Joseph Dalton Hooker   UNITED KINGDOM
364813 Bashar al-Assad   Syria
364831 Lǐ Xiānniàn   China
364887 Antonio Meucci   Italy
364916 Chaim Herzog   Ireland
365175 Naoto Kan   JAPAN
365192 Matt Stone   UNITED STATES
365193 Trey Parker   UNITED STATES
365238 Ferenc Mádl   HUNGARY
365347 Michael Vartan   France
365352 Bradley Cooper   United States
365451 Itamar Franco   Brazil
365964 Mandy Moore   UNITED STATES
367043 Gnassingbé Eyadéma   Togo
367106 Tony Parker   BELGIUM
367368 Aurelius Victor   Unknown
367760 Deodoro da Fonseca   BRAZIL
1817766 Joseph Gordon-Levitt   UNITED STATES
368549 Ryutaro Hashimoto   JAPAN
368552 Mumtaz Mahal   INDIA
368629 Bahadur Shah II   INDIA
368673 Emmerich Kalman   HUNGARY
369648 Aristides Pereira   Cape Verde
369656 Julia Domna   Syria
370140 Naomie Harris   UNITED KINGDOM
370239 Willem Einthoven   INDONESIA
370242 Werner Forssmann   Germany
370885 Maurice Jarre   FRANCE
371475 Ruud van Nistelrooy   NETHERLANDS
371531 Lars Ulrich   DENMARK
372477 Saint Florian   Austria
372857 Clyde Drexler   UNITED STATES
372898 Adriano Celentano   Italy
374012 Nawaz Sharif   PAKISTAN
374183 Robert Schuman   Luxembourg
375349 Decimus Junius Brutus Albinus   Unknown
375390 Donald A. Glaser   UNITED STATES
375502 George Lazenby   AUSTRALIA
375567 Andrei Gromyko   BELARUS
375645 Eric Burdon   UNITED KINGDOM
375670 Laura Linney   UNITED STATES
375769 Tabaré Vázquez   URUGUAY
376160 Karl Drais   Germany
376188 David Dacko   Central African Republic
376192 Ursula Andress   SWITZERLAND
376458 Emilio G. Segrè   ITALY
376619 Recep Tayyip Erdoğan   Turkey
376738 Mikheil Saakashvili   GEORGIA
376903 Malik Shah I   Unknown
376949 Claude Bernard   France
377152 Joan Sutherland   AUSTRALIA
1824993 Nikki Reed   United States
377264 Prachanda   Nepal
377337 Sunny Leone   CANADA
377647 Renata Tebaldi   ITALY
377803 Nino Burjanadze   Georgia
378093 Alexis Bledel   UNITED STATES
378466 Fidel V. Ramos   Philippines
378674 Luigi Nono   ITALY
378926 Kiri Te Kanawa   NEW ZEALAND
379008 Ottorino Respighi   ITALY
379142 Elisabeth Schwarzkopf   POLAND
379148 Sydney Brenner   South Africa
379216 Wladimir Klitschko   Kazakhstan
379358 Béla III of Hungary   Hungary
379531 Lennart Meri   ESTONIA
379771 Lope de Vega   SPAIN
379860 Fredrik Reinfeldt   Sweden
380296 Ramesses I   Unknown
380384 Andranik Markaryan   Armenia
380483 Raj Kapoor   PAKISTAN
380557 Edmondo De Amicis   Italy
380965 Kevin Rudd   AUSTRALIA
381243 Stefan Raab   Germany
381507 Colleen McCullough   AUSTRALIA
1312155 Thomas Cech   UNITED STATES
381585 George de Hevesy   HUNGARY
381663 Herbert C. Brown   United Kingdom
381797 James Franck   GERMANY
382054 Ptolemy VIII Physcon   Unknown
382182 Simon Ammann   SWITZERLAND
1656784 CM Punk   UNITED STATES
382203 Diadumenian   Unknown
382665 Michel Piccoli   FRANCE
382736 Olusẹgun Ọbasanjọ   Nigeria
382879 Gnaeus Naevius   ITALY
382889 Juan Carlos Ferrero   SPAIN
383193 Joan I of Navarre   France
383252 P. W. Botha   South Africa
383481 Marat Safin   Russia
383486 Balbinus   Unknown
383487 Pupienus   Unknown
383528 Hakan Yakin   SWITZERLAND
383576 Lajos Kossuth   HUNGARY
383797 Leonid Kuchma   UKRAINE
383899 Seth MacFarlane   UNITED STATES
383926 Tim Roth   United Kingdom
384286 Alain Robert   France
384492 Kurt Alder   POLAND
384789 Friedrich Bergius   Poland
1873388 Emily Osment   UNITED STATES
385620 Wu Cheng'en   China
385641 Ahmet Necdet Sezer   TURKEY
385653 Ali Khamenei   Iran
385658 Abdelaziz Bouteflika   MOROCCO
1982061 Will.i.am   UNITED STATES
386023 George F. Kennan   UNITED STATES
386074 Seán O'Casey   Ireland
386450 Vladimir Voronin   Moldova
386473 Shamil Basayev   Russia
386491 Brendan Fraser   UNITED STATES
386571 Erhard Milch   GERMANY
387419 Tadeus Reichstein   POLAND
387492 Mikhail Kalinin   Russia
387593 Nicanor Duarte Frutos   PARAGUAY
387595 Jorge Batlle Ibáñez   URUGUAY
387605 Taufa'ahau Tupou IV   Tonga
387608 Louis de Funès   France
387629 Tassos Papadopoulos   CYPRUS
387837 John Edward Gray   United Kingdom
388027 Nicolas-Joseph Cugnot   France
388129 Jacobus Arminius   NETHERLANDS
389398 Alexandre Cabanel   France
389504 Caiaphas   Unknown
389748 Joseph Wright of Derby   UNITED KINGDOM
389974 Mswati III of Swaziland   SWAZILAND
390352 Mikuláš Dzurinda   SLOVAKIA
390372 Ramon Magsaysay   Philippines
390593 Wanli Emperor   CHINA
390737 Vincent de Paul   France
390745 Zine El Abidine Ben Ali   Tunisia
390771 Hjalmar Schacht   DENMARK
390801 Manuel de Falla   SPAIN
390863 Ian Paice   UNITED KINGDOM
2114962 Camilla Belle   UNITED STATES
391026 Francisco Macías Nguema   MALAYSIA
391067 Thorismund   Unknown
391080 Theodoric II   Unknown
391110 Javier Solana   SPAIN
396485 Carl David Anderson   UNITED STATES
391323 Julian McMahon   AUSTRALIA
391481 Ahmed Sékou Touré   GUINEA
391488 Habib Bourguiba   TUNISIA
391834 Michael Chang   UNITED STATES
391932 Stefan Edberg   SWEDEN
392157 Multatuli   NETHERLANDS
392238 Festus Mogae   BOTSWANA
392266 Joan Enric Vives Sicília   SPAIN
392284 José Eduardo dos Santos   ANGOLA
392291 Antoine François Prévost   France
392300 Hamad bin Isa Al Khalifah   BAHRAIN
392304 Mathieu Kérékou   Benin
392308 Jigme Singye Wangchuck   Bhutan
392310 Georgi Parvanov   BULGARIA
392319 Paul Biya   Cameroon
392325 Pedro Pires   Cape Verde
392327 Abel Pacheco   Costa Rica
392341 Ismail Omar Guelleh   Ethiopia
392367 Isaias Afewerki   ERITREA
392374 Girma Wolde-Giorgis   ETHIOPIA
392403 Omar Bongo   
392406 Yahya Jammeh   GAMBIA
392412 Lansana Conté   GUINEA
392419 John Kufuor   GHANA
392422 Bharrat Jagdeo   Guyana
392432 Anote Tong   Kiribati
392436 Kim Yong-nam   North Korea
392441 Askar Akayev   Kyrgyzstan
392443 Sani Abacha   Nigeria
392496 Émile Lahoud   LEBANON
392497 Letsie III of Lesotho   LESOTHO
392519 Álvaro Obregón   MEXICO
392566 Vladimir Zhirinovsky   KAZAKHSTAN
392727 Luis Federico Leloir   FRANCE
392979 Jan Matejko   Poland
393370 Emil Constantinescu   Moldova
1740080 Edmund Phelps   UNITED STATES
393536 Marc Ravalomanana   MADAGASCAR
393545 Bakili Muluzi   MALAWI
393550 Amadou Toumani Touré   MALI
393560 Joaquim Chissano   Mozambique
393569 Qaboos bin Said Al Said of Oman   OMAN
393593 Paul Kagame   Uganda
393596 Malietoa Tanumafili II of Samoa   Samoa
393609 Fradique de Menezes   SAO TOME AND PRINCIPE
393613 Abdoulaye Wade   Senegal
393622 Sellapan Ramanathan   Singapore
393625 Omar al-Bashir   Sudan
393629 Ronald Venetiaan   SURINAME
393634 Emomali Rahmonov   TAJIKISTAN
393639 Zayed bin Sultan Al Nahayan   UNITED ARAB EMIRATES
393676 Philipp Lenard   SLOVAKIA
393701 Fatos Nano   ALBANIA
393714 Ahmed Ouyahia   Algeria
393727 Fernando da Piedade Dias dos Santos   ANGOLA
393740 Denzil Douglas   SAINT KITTS AND NEVIS
393763 Khaleda Zia   Bangladesh
393766 Sergey Sidorsky   BELARUS
393771 Lyonpo Jigme Thinley   Bhutan
393779 Hun Sen   Cambodia
393785 José Maria Neves   Cape Verde
393791 Maktoum bin Rashid Al Maktoum   UNITED ARAB EMIRATES
393796 Vladimír Špidla   CZECH REPUBLIC
393799 Dileita Mohamed Dileita   Djibouti
393805 Viktor Yanukovych   UKRAINE
393817 Meles Zenawi   ETHIOPIA
393824 Costas Simitis   Greece
393836 Mohamed Ghannouchi   TUNISIA
393860 Lavaka Ata 'Ulukalala   Tonga
393865 Jean-Claude Juncker   LUXEMBOURG
394312 Lutz Graf Schwerin von Krosigk   Germany
2146365 Jason Segel   UNITED STATES
394583 Philippe I, Duke of Orléans   France
394902 Donna Reed   UNITED STATES
394985 Rafic Hariri   LEBANON
394993 Algirdas Brazauskas   LITHUANIA
394996 Branko Crvenkovski   BOSNIA AND HERZEGOVINA
395009 Eddie Fenech Adami   MALTA
395031 Nambaryn Enkhbayar   MONGOLIA
395061 Adrian Năstase   ROMANIA
395145 Álvar Núñez Cabeza de Vaca   SPAIN
395272 Predrag Stojaković   Croatia
395557 Spencer Compton, 1st Earl of Wilmington   United Kingdom
395736 Tony Iommi   UNITED KINGDOM
395976 Symon Petlura   UKRAINE
396028 Étienne Geoffroy Saint-Hilaire   France
396241 Banksy   United Kingdom
396315 Baasha   Unknown
396431 Athaliah   Israel
396454 Max von Laue   GERMANY
396459 William Henry Bragg   UNITED KINGDOM
396469 Charles Glover Barkla   UNITED KINGDOM
396482 Victor Francis Hess   Austria
396611 Leon Cooper   UNITED STATES
396496 Otto Stern   POLAND
89988 W.E.B. Du Bois   UNITED STATES
396514 Edward Victor Appleton   UNITED KINGDOM
396517 Cecil Frank Powell   UNITED KINGDOM
1941975 Jennifer Morrison   UNITED STATES
396539 Polykarp Kusch   Germany
396547 Izzy Stradlin   United States
396548 Ilya Frank   Russia
396566 J. Hans D. Jensen   Germany
396568 Charles Hard Townes   UNITED STATES
396589 Alfred Kastler   FRANCE
396684 Burton Richter   UNITED STATES
2026115 Terrence Howard   UNITED STATES
396621 Ivar Giaever   NORWAY
396631 Brian David Josephson   UNITED KINGDOM
396636 Hans-Rudolf Merz   SWITZERLAND
396640 Martin Ryle   UNITED KINGDOM
2073557 Bobby Fischer   UNITED STATES
396661 James Rainwater   UNITED STATES
396721 Sheldon Lee Glashow   UNITED STATES
396694 Philip Warren Anderson   UNITED STATES
396697 Nevill Francis Mott   UNITED KINGDOM
396703 John Hasbrouck van Vleck   UNITED STATES
399009 Maggie Gyllenhaal   UNITED STATES
2204744 Michelle Obama   UNITED STATES
396733 Val Logsdon Fitch   United States
396737 Nicolaas Bloembergen   NETHERLANDS
399146 Crispin Glover   UNITED STATES
396741 Kai Siegbahn   SWEDEN
518988 Rob Zombie   UNITED STATES
396803 Dirk Nowitzki   GERMANY
397110 Barry Marshall   AUSTRALIA
397340 Bruno Schulz   Ukraine
397810 Alexander McQueen   United Kingdom
398228 Alfred Schnittke   Russia
398246 Sherwood Anderson   United States
398602 William H. Macy   UNITED STATES
398679 Antanas Smetona   Lithuania
398824 Coenraad Jacob Temminck   NETHERLANDS
398946 Louise of Mecklenburg-Strelitz   Germany
405142 Dennis Tito   UNITED STATES
411085 James Caan   UNITED STATES
399280 Eric Roberts   UNITED STATES
415175 Vin Diesel   UNITED STATES
399533 Andrei Kirilenko   Russia
399536 Akbar Hashemi Rafsanjani   Iran
399557 Mohammad Ali Rajai   Iran
399571 Abolhassan Banisadr   Iran
399587 Dmitriy Ustinov   Russia
399703 Jeri Ryan   Germany
399747 William-Adolphe Bouguereau   France
399783 Sania Mirza   India
399787 Heydar Aliyev   Azerbaijan
399839 Maria Theresa of Spain   SPAIN
399851 Ivo Sanader   CROATIA
399855 Shavkat Mirziyayev   UZBEKISTAN
399911 Heinrich Harrer   AUSTRIA
399992 Peter Simon Pallas   Germany
2758154 Philip Kotler   UNITED STATES
400249 Paul Reynaud   France
400253 Édouard Daladier   France
28699 Sylvia Plath   UNITED STATES
400421 Abbas Kiarostami   Iran
400491 Lazar Kaganovich   Ukraine
2850681 Aaron Swartz   UNITED STATES
400686 Pat Nixon   United States
400738 Mila Kunis   UKRAINE
400746 Grand Ayatollah Hossein-Ali Montazeri   Iran
401017 Timbaland   UNITED STATES
401102 Zulfikar Ali Bhutto   PAKISTAN
401209 Aleksandr Ivanovich Pokryshkin   Russia
401407 Franz Graf Conrad von Hötzendorf   Austria
401531 Yemelyan Pugachev   Russia
401544 José Antonio Primo de Rivera   SPAIN
401644 Erwin von Witzleben   Poland
401983 Khalid of Saudi Arabia   SAUDI ARABIA
402000 Ioan Gruffudd   UNITED KINGDOM
402433 Jacques Hébert   France
590787 Henrietta Swan Leavitt   UNITED STATES
402492 Gaston Doumergue   France
402518 Louis Barthou   FRANCE
402553 Saud of Saudi Arabia   KUWAIT
402587 Husayn ibn Ali   Saudi Arabia
402593 Yazid I   Unknown
402784 Andy Serkis   United Kingdom
402850 Kajol   India
403073 Adolfo Suárez, 1st Duke of Suárez   SPAIN
403248 Sultan, Crown Prince of Saudi Arabia   SAUDI ARABIA
403293 Chris Benoit   CANADA
403520 Orhan Pamuk   TURKEY
403631 Lisa Gerrard   AUSTRALIA
404071 Philip Miller   United Kingdom
404399 A. P. de Candolle   SWITZERLAND
404519 Mark Viduka   AUSTRALIA
404982 Santiago Carrillo   Spain
405124 Hud   Yemen
405128 Saleh   Yemen
405130 Pérotin   France
420438 Steven Tyler   UNITED STATES
2388970 Elizabeth Mitchell   UNITED STATES
405374 Ali   SAUDI ARABIA
405696 Nathan Söderblom   SWEDEN
405704 Chris Martin   UNITED KINGDOM
405888 Quett Masire   BOTSWANA
405954 Franz Berwald   SWEDEN
406119 Henri Cartier-Bresson   France
406327 George Papadopoulos   Greece
406500 Ante Gotovina   Croatia
2400008 Sam Harris   UNITED STATES
406617 Giorgio Armani   ITALY
407073 Karl Kraus   CZECH REPUBLIC
407082 Carl Schmitt   Germany
407139 Carlos Sainz   Spain
407142 René Coty   FRANCE
407530 Olympe de Gouges   FRANCE
407674 Karl Urban   NEW ZEALAND
407748 Vanessa-Mae   Singapore
407896 Manuel Belgrano   Argentina
407931 Sogdianus of Persia   Unknown
408113 Cambyses I of Anshan   Unknown
43282 Leonard Bernstein   United States
408415 Hussein bin Ali, Sharif of Mecca   TURKEY
408439 Talal of Jordan   SAUDI ARABIA
408819 Wassily Leontief   Germany
408944 Boris Akunin   GEORGIA
409052 Paul Ryan   United States
409517 Shota Rustaveli   Georgia
409576 Witold Lutosławski   POLAND
409595 Michael Laudrup   DENMARK
409605 Rudolf Höss   Germany
409842 Jayne Mansfield   UNITED STATES
410127 K. Barry Sharpless   UNITED STATES
410159 André Citroën   FRANCE
410201 Pope John VIII   ITALY
410338 Pierre Cardin   ITALY
410339 Chadli Bendjedid   Algeria
410344 Ahmed Ben Bella   ALGERIA
410349 Houari Boumédienne   Algeria
410355 Hassan II of Morocco   MOROCCO
410386 Seretse Khama   BOTSWANA
410484 Richard Hammond   UNITED KINGDOM
410610 Simo Häyhä   Finland
410902 Piye   Unknown
427622 John Fenn   UNITED STATES
411093 Georgi Dimitrov   BULGARIA
411161 Vladimir Vysotsky   Russia
411292 Tia Carrere   UNITED STATES
411352 Bernie Ecclestone   UNITED KINGDOM
411508 Halldór Ásgrímsson   ICELAND
411551 Narmer   Unknown
5043192 Hillary Rodham Clinton   UNITED STATES
412054 Sebastian Coe, Baron Coe   UNITED KINGDOM
412070 Sandro Pertini   ITALY
428886 Jordan Rudess   UNITED STATES
412214 Bill Russell   UNITED STATES
412449 Cyrus I of Anshan   Unknown
412561 Bonaventura Cavalieri   ITALY
412807 Jason Mraz   United States
413184 Imran Khan   PAKISTAN
413242 Paul Gascoigne   UNITED KINGDOM
413244 Marcel Desailly   GHANA
413257 Vinnie Jones   UNITED KINGDOM
413261 Roy Keane   IRELAND
413277 Ian Rush   UNITED KINGDOM
413284 Peter Schmeichel   DENMARK
413285 Peter Shilton   UNITED KINGDOM
413430 Jan Oort   NETHERLANDS
413646 Imam Shamil   Russia
413671 Abd al-Qadir   ALGERIA
413715 Samo   Unknown
413749 Gabriel Narutowicz   LITHUANIA
414218 Paul Tillich   POLAND
414266 Maurice Allais   FRANCE
14448923 Bruce Beutler   UNITED STATES
414393 Elisabeth of Hungary   Slovakia
414421 John Kendrew   UNITED KINGDOM
414513 Olivier Panis   FRANCE
414744 Corey Taylor   UNITED STATES
414848 Kelly Clarkson   UNITED STATES
415000 Edward Drinker Cope   UNITED STATES
18969800 Michael Clarke Duncan   UNITED STATES
430391 Calvin Klein   UNITED STATES
415405 Preity Zinta   India
415476 Maximilian I, Elector of Bavaria   GERMANY
415546 Mamie Eisenhower   United States
432249 James L. Brooks   UNITED STATES
416255 Pausanias   Turkey
416641 Jason Isaacs   UNITED KINGDOM
416688 Jack White   UNITED STATES
416941 Erich Wolfgang Korngold   CZECH REPUBLIC
417493 Frank Macfarlane Burnet   AUSTRALIA
417858 Benedict Arnold   United Kingdom
417867 Rudolph of France   Unknown
417941 Alejandro Amenábar   CHILE
418109 Félix Houphouët-Boigny   Ivory Coast
438080 Philip Zimbardo   UNITED STATES
418468 Verne Troyer   UNITED STATES
418625 Martin Lawrence   GERMANY
419058 Muhammad ibn Idris ash-Shafi`i   Palestine
419077 Abu Hanifa an-Nu‘man   IRAQ
419084 Ahmad ibn Hanbal   Iraq
419248 Tony Shalhoub   United States
419342 David Cameron   UNITED KINGDOM
419563 Hasan ibn Ali   Saudi Arabia
420341 James Stirling   UNITED KINGDOM
420350 Alexander Berkman   LITHUANIA
420360 Muhammad al-Idrisi   SPAIN
420409 Jami   Afghanistan
440000 Topher Grace   UNITED STATES
420483 Bai Juyi   China
420493 Francisco de Miranda   VENEZUELA
420720 Petar Stoyanov   BULGARIA
420766 Ahmadou Ahidjo   CAMEROON
420853 David IV of Georgia   Georgia
420855 Joseph Kony   Uganda
421116 Norbert Elias   Poland
421318 Victor Horta   BELGIUM
421320 Jorge Amado   BRAZIL
421864 Pope Benedict IV   ITALY
19663276 Martin Chalfie   UNITED STATES
422325 Takuma Sato   JAPAN
15890 Jack Kerouac   UNITED STATES
422504 Ramakrishna   India
422558 Har Gobind Khorana   India
422861 Käthe Kollwitz   Russia
460349 Ralph Lauren   United States
484101 Melanie Griffith   UNITED STATES
424153 Marcelo Salas   CHILE
424198 Kostas Karamanlis   Greece
424410 Rudolph A. Marcus   Canada
424417 Eddie Irvine   UNITED KINGDOM
424674 Vojislav Koštunica   SERBIA
499679 Russell Alan Hulse   UNITED STATES
424935 Patrick Süskind   GERMANY
425351 Duncan Edwards   UNITED KINGDOM
425452 Cyaxares   Iran
426208 Mitt Romney   UNITED STATES
426335 Dino De Laurentiis   ITALY
426370 Ham   Unknown
426381 George Best   UNITED KINGDOM
426859 Roger Milla   Cameroon
427018 Kareena Kapoor   India
502294 Nicky Hilton   UNITED STATES
427626 Mikhail Baryshnikov   LATVIA
428291 Vladimir II Monomakh   Ukraine
428411 Heinz Fischer   Austria
428563 Martha Graham   UNITED STATES
508717 Julia Stiles   UNITED STATES
522346 Michael Cimino   UNITED STATES
429180 Reneé O'Connor   UNITED STATES
429735 Sophie, Duchess of Hohenberg   Germany
429800 Emir Kusturica   BOSNIA AND HERZEGOVINA
429865 Willi Stoph   Germany
429893 Milan Kučan   Slovenia
429918 Ja'far al-Sadiq   Saudi Arabia
429954 Edward B. Lewis   UNITED STATES
430140 Muhammad al-Baqir   Saudi Arabia
430144 Gene Wilder   UNITED STATES
430172 Ali al-Rida   Saudi Arabia
430239 Muhammad al-Mahdi   Iraq
526538 Barry Manilow   UNITED STATES
430416 Giuseppe Tornatore   ITALY
430428 George Habash   Israel
20865738 Derrick Rose   UNITED STATES
430849 Paul Breitner   Germany
430925 Chlodwig, Prince of Hohenlohe-Schillingsfürst   Germany
430953 Bernhard von Bülow   Germany
430961 Georg von Hertling   GERMANY
431028 Joseph Wirth   Germany
431031 Wilhelm Cuno   GERMANY
431034 Wilhelm Marx   Germany
431038 Hans Luther   Germany
431579 Aleksandr Lebed   Russia
431890 Douglas D. Osheroff   UNITED STATES
432000 Arthur Compton   United States
537020 Charlie Kaufman   UNITED STATES
432264 Johannes Stark   Germany
432511 Joseph L. Mankiewicz   UNITED STATES
432988 Giuseppe Tartini   SLOVENIA
